concept,feature,label
chandelier,is an animal,0
lemon,is an animal,0
puppet,is an animal,0
camera,is an animal,0
geranium,is an animal,0
barrel,is an animal,0
table,is an animal,0
chocolate,is an animal,0
bookcase,is an animal,0
armor,is an animal,0
cup,is an animal,0
nail,is an animal,0
lips,is an animal,0
dandelion,is an animal,0
rolling_pin,is an animal,0
rake,is an animal,0
tights,is an animal,0
chair,is an animal,0
doll,is an animal,0
bathtub,is an animal,0
tweezer,is an animal,0
apricot,is an animal,0
plow,is an animal,0
canoe,is an animal,0
trowel,is an animal,0
spanner,is an animal,0
violin,is an animal,0
club,is an animal,0
coat,is an animal,0
balloon,is an animal,0
satchel,is an animal,0
cello,is an animal,0
jar,is an animal,0
unicycle,is an animal,0
apron,is an animal,0
van,is an animal,0
willow,is an animal,0
mitten,is an animal,0
whisk,is an animal,0
tray,is an animal,0
rocking_chair,is an animal,0
spoon,is an animal,0
catapult,is an animal,0
gong,is an animal,0
harpoon,is an animal,0
shovel,is an animal,0
skirt,is an animal,0
bullet,is an animal,0
tuba,is an animal,0
peanut,is an animal,0
bin,is an animal,0
mug,is an animal,0
marigold,is an animal,0
raft,is an animal,0
bowl,is an animal,0
sultana,is an animal,0
drum,is an animal,0
yoyo,is an animal,0
earmuffs,is an animal,0
wheelbarrow,is an animal,0
spear,is an animal,0
machete,is an animal,0
fork,is an animal,0
bottle,is an animal,0
cradle,is an animal,0
dagger,is an animal,0
rattle,is an animal,0
sycamore,is an animal,0
bow,is an animal,0
airplane,is an animal,0
brussels_sprout,is an animal,0
fir,is an animal,0
sword,is an animal,0
lemonade,is an animal,0
jug,is an animal,0
rose,is an animal,0
colander,is an animal,0
cymbal,is an animal,0
bed,is an animal,0
castanets,is an animal,0
box,is an animal,0
robe,is an animal,0
sock,is an animal,0
piano,is an animal,0
stocking,is an animal,0
pansy,is an animal,0
ear,is an animal,0
peeler,is an animal,0
hutch,is an animal,0
moped,is an animal,0
blender,is an animal,0
strainer,is an animal,0
veil,is an animal,0
bench,is an animal,0
lily,is an animal,0
birch,is an animal,0
bomb,is an animal,0
pistol,is an animal,0
shirt,is an animal,0
hammer,is an animal,0
clamp,is an animal,0
kite,is an animal,0
chopping_board,is an animal,0
drill,is an animal,0
plate,is an animal,0
melon,is an animal,0
olive,is an animal,0
bicycle,is an animal,0
flour,is an animal,0
crowbar,is an animal,0
coach,is an animal,0
dinghy,is an animal,0
train,is an animal,0
carrot,is an animal,0
spirit_level,is an animal,0
wallet,is an animal,0
leotard,is an animal,0
saw,is an animal,0
chainsaw,is an animal,0
cap,is an animal,0
poppy,is an animal,0
caravan,is an animal,0
bus,is an animal,0
hose,is an animal,0
frog,can swim,1
mackerel,can swim,1
walrus,can swim,1
oyster,can swim,1
lobster,can swim,1
trout,can swim,1
sardine,can swim,1
scallop,can swim,1
seahorse,can swim,1
otter,can swim,1
flounder,can swim,1
alligator,can swim,1
iguana,can swim,1
hippo,can swim,1
duck,can swim,1
crab,can swim,1
cod,can swim,1
flamingo,can swim,1
goose,can swim,1
penguin,can swim,1
crane,can swim,1
tuna,can swim,1
swan,can swim,1
dolphin,can swim,1
crayfish,can swim,1
herring,can swim,1
toad,can swim,1
salmon,can swim,1
jellyfish,can swim,1
shrimp,can swim,1
carp,can swim,1
squid,can swim,1
heron,can swim,1
octopus,can swim,1
clam,can swim,1
eel,can swim,1
shark,can swim,1
platypus,can swim,1
magpie,can swim,1
pelican,can swim,1
minnow,can swim,1
goldfish,can swim,1
whale,can swim,1
prawn,can swim,1
seal,can swim,1
tortoise,can swim,1
turtle,can swim,1
crocodile,can swim,1
beaver,can swim,1
hummingbird,can swim,0
bear,can swim,0
cockroach,can swim,0
buzzard,can swim,0
chestnut,can swim,0
wren,can swim,0
calf,can swim,0
buggy,can swim,0
emu,can swim,0
rocket,can swim,0
stick_insect,can swim,0
peacock,can swim,0
bat,can swim,0
tomato,can swim,0
dove,can swim,0
ostrich,can swim,0
llama,can swim,0
partridge,can swim,0
tea,can swim,0
millipede,can swim,0
tuba,can swim,0
rabbit,can swim,0
grasshopper,can swim,0
lizard,can swim,0
budgie,can swim,0
turkey,can swim,0
woodpecker,can swim,0
snail,can swim,0
parakeet,can swim,0
chipmunk,can swim,0
prune,can swim,0
tarantula,can swim,0
gerbil,can swim,0
kingfisher,can swim,0
rat,can swim,0
fox,can swim,0
caterpillar,can swim,0
spear,can swim,0
pear,can swim,0
spider,can swim,0
chicken,can swim,0
seagull,can swim,0
raven,can swim,0
trumpet,can swim,0
mussel,can swim,0
housefly,can swim,0
starling,can swim,0
fir,can swim,0
butterfly,can swim,0
rhino,can swim,0
mouse,can swim,0
deckchair,can swim,0
jug,can swim,0
moth,can swim,0
eagle,can swim,0
suit,can swim,0
peach,can swim,0
robin,can swim,0
worm,can swim,0
lamb,can swim,0
corkscrew,can swim,0
owl,can swim,0
monkey,can swim,0
beetle,can swim,0
moped,can swim,0
cricket,can swim,0
bee,can swim,0
frisbee,can swim,0
panther,can swim,0
slug,can swim,0
wasp,can swim,0
bolt,can swim,0
flea,can swim,0
centipede,can swim,0
squirrel,can swim,0
puppet,can swim,0
falcon,can swim,0
scorpion,can swim,0
hammer,can swim,0
elephant,can swim,0
hamster,can swim,0
cat,can swim,0
porcupine,can swim,0
termite,can swim,0
ladybird,can swim,0
hawk,can swim,0
cockerel,can swim,0
coffee_maker,can swim,0
ant,can swim,0
canary,can swim,0
cup,can swim,0
kangaroo,can swim,0
sparrow,can swim,0
saw,can swim,0
nightingale,can swim,0
dragonfly,can swim,0
pigeon,can swim,0
hedgehog,can swim,0
mosquito,can swim,0
tiger,can be dangerous,1
wolf,can be dangerous,1
tank,can be dangerous,1
bear,can be dangerous,1
buzzard,can be dangerous,1
alligator,can be dangerous,1
arrow,can be dangerous,1
revolver,can be dangerous,1
oven,can be dangerous,1
rocket,can be dangerous,1
motorcycle,can be dangerous,1
swing,can be dangerous,1
scythe,can be dangerous,1
hippo,can be dangerous,1
cannon,can be dangerous,1
rifle,can be dangerous,1
grater,can be dangerous,1
shotgun,can be dangerous,1
skateboard,can be dangerous,1
fox,can be dangerous,1
bayonet,can be dangerous,1
octopus,can be dangerous,1
screwdriver,can be dangerous,1
grenade,can be dangerous,1
crossbow,can be dangerous,1
rhino,can be dangerous,1
gun,can be dangerous,1
crocodile,can be dangerous,1
eagle,can be dangerous,1
walrus,can be dangerous,1
scalpel,can be dangerous,1
lorry,can be dangerous,1
hyena,can be dangerous,1
rollerskate,can be dangerous,1
bee,can be dangerous,1
wasp,can be dangerous,1
leopard,can be dangerous,1
cheetah,can be dangerous,1
knife,can be dangerous,1
speedboat,can be dangerous,1
scorpion,can be dangerous,1
helicopter,can be dangerous,1
elephant,can be dangerous,1
porcupine,can be dangerous,1
termite,can be dangerous,1
hawk,can be dangerous,1
nail,can be dangerous,1
hatchet,can be dangerous,1
stove,can be dangerous,1
oil_tanker,can be dangerous,1
mosquito,can be dangerous,1
rattlesnake,can be dangerous,1
boomerang,can be dangerous,1
plow,can be dangerous,1
club,can be dangerous,1
car,can be dangerous,1
horse,can be dangerous,1
buffalo,can be dangerous,1
ostrich,can be dangerous,1
hornet,can be dangerous,1
lion,can be dangerous,1
bullet,can be dangerous,1
catapult,can be dangerous,1
harpoon,can be dangerous,1
lizard,can be dangerous,1
raft,can be dangerous,1
tarantula,can be dangerous,1
spear,can be dangerous,1
machete,can be dangerous,1
spider,can be dangerous,1
dagger,can be dangerous,1
bow,can be dangerous,1
truck,can be dangerous,1
airplane,can be dangerous,1
sword,can be dangerous,1
penknife,can be dangerous,1
beetle,can be dangerous,1
moped,can be dangerous,1
blender,can be dangerous,1
panther,can be dangerous,1
scissors,can be dangerous,1
bomb,can be dangerous,1
pistol,can be dangerous,1
falcon,can be dangerous,1
hammer,can be dangerous,1
gorilla,can be dangerous,1
jellyfish,can be dangerous,1
drill,can be dangerous,1
glider,can be dangerous,1
bicycle,can be dangerous,1
crowbar,can be dangerous,1
kangaroo,can be dangerous,1
train,can be dangerous,1
shark,can be dangerous,1
ox,can be dangerous,1
whale,can be dangerous,1
saw,can be dangerous,1
axe,can be dangerous,1
chainsaw,can be dangerous,1
bus,can be dangerous,1
hummingbird,can be dangerous,0
ball,can be dangerous,0
dice,can be dangerous,0
lobster,can be dangerous,0
basin,can be dangerous,0
tricycle,can be dangerous,0
radish,can be dangerous,0
whiskey,can be dangerous,0
seahorse,can be dangerous,0
cockroach,can be dangerous,0
wren,can be dangerous,0
cupboard,can be dangerous,0
desk,can be dangerous,0
calf,can be dangerous,0
emu,can be dangerous,0
carriage,can be dangerous,0
iguana,can be dangerous,0
dresser,can be dangerous,0
kayak,can be dangerous,0
crab,can be dangerous,0
dove,can be dangerous,0
bone,can be dangerous,0
cod,can be dangerous,0
tambourine,can be dangerous,0
guitar,can be dangerous,0
taxi,can be dangerous,0
partridge,can be dangerous,0
screw,can be dangerous,0
basket,can be dangerous,0
rice,can be dangerous,0
rabbit,can be dangerous,0
goose,can be dangerous,0
ladle,can be dangerous,0
grasshopper,can be dangerous,0
pine,can be dangerous,0
orange,can be dangerous,0
pig,can be dangerous,0
camel,can be dangerous,0
cage,can be dangerous,0
mirror,can be dangerous,0
sledge,can be dangerous,0
stool,can be dangerous,0
ambulance,can be dangerous,0
gloves,can be dangerous,0
gin,can be dangerous,0
ham,can be dangerous,0
herring,can be dangerous,0
toad,can be dangerous,0
chipmunk,can be dangerous,0
bucket,can be dangerous,0
tulip,can be dangerous,0
harmonica,can be dangerous,0
eggplant,can be dangerous,0
kettle,can be dangerous,0
chest_of_drawers,can be dangerous,0
harpsichord,can be dangerous,0
caterpillar,can be dangerous,0
tractor,can be dangerous,0
kiwi,can be dangerous,0
throne,can be dangerous,0
chicken,can be dangerous,0
platypus,can be dangerous,0
pelican,can be dangerous,0
bra,can be dangerous,0
seagull,can be dangerous,0
sweater,can be dangerous,0
trumpet,can be dangerous,0
mussel,can be dangerous,0
starling,can be dangerous,0
tortoise,can be dangerous,0
ashtray,can be dangerous,0
broom,can be dangerous,0
beaver,can be dangerous,0
ice_cream,can be dangerous,0
skunk,can be dangerous,0
banjo,can be dangerous,0
peach,can be dangerous,0
trout,can be dangerous,0
sweet_potato,can be dangerous,0
scallop,can be dangerous,0
worm,can be dangerous,0
marble,can be dangerous,0
hoe,can be dangerous,0
lamp,can be dangerous,0
yacht,can be dangerous,0
belt,can be dangerous,0
lamb,can be dangerous,0
sink,can be dangerous,0
clarinet,can be dangerous,0
onion,can be dangerous,0
leek,can be dangerous,0
helmet,can be dangerous,0
coconut,can be dangerous,0
sofa,can be dangerous,0
trombone,can be dangerous,0
cape,can be dangerous,0
wetsuit,can be dangerous,0
cricket,can be dangerous,0
microwave,can be dangerous,0
cart,can be dangerous,0
slug,can be dangerous,0
zebra,can be dangerous,0
bolt,can be dangerous,0
orchid,can be dangerous,0
locust,can be dangerous,0
parka,can be dangerous,0
giraffe,can be dangerous,0
centipede,can be dangerous,0
bag,can be dangerous,0
ferry,can be dangerous,0
daisy,can be dangerous,0
penguin,can be dangerous,0
chandelier,can be dangerous,0
lemon,can be dangerous,0
puppet,can be dangerous,0
houseboat,can be dangerous,0
camera,can be dangerous,0
hamster,can be dangerous,0
apple,can be dangerous,0
barrel,can be dangerous,0
table,can be dangerous,0
carp,can be dangerous,0
cockerel,can be dangerous,0
spinach,can be dangerous,0
cake,can be dangerous,0
canary,can be dangerous,0
chocolate,can be dangerous,0
bookcase,can be dangerous,0
armor,can be dangerous,0
barge,can be dangerous,0
bikini,can be dangerous,0
cup,can be dangerous,0
magpie,can be dangerous,0
dandelion,can be dangerous,0
rolling_pin,can be dangerous,0
prawn,can be dangerous,0
seal,can be dangerous,0
rake,can be dangerous,0
dragonfly,can be dangerous,0
pigeon,can be dangerous,0
hedgehog,can be dangerous,0
turtle,can be dangerous,0
chair,can be dangerous,0
doll,can be dangerous,0
spade,can be dangerous,0
bathtub,can be dangerous,0
tweezer,can be dangerous,0
canoe,can be dangerous,0
bread,can be dangerous,0
trolley,can be dangerous,0
trowel,can be dangerous,0
spanner,can be dangerous,0
ketchup,can be dangerous,0
limousine,can be dangerous,0
violin,can be dangerous,0
sardine,can be dangerous,0
otter,can be dangerous,0
balloon,can be dangerous,0
flounder,can be dangerous,0
satchel,can be dangerous,0
cucumber,can be dangerous,0
cookie,can be dangerous,0
buggy,can be dangerous,0
stick_insect,can be dangerous,0
peacock,can be dangerous,0
bat,can be dangerous,0
jar,can be dangerous,0
unicycle,can be dangerous,0
tomato,can be dangerous,0
van,can be dangerous,0
pony,can be dangerous,0
whisk,can be dangerous,0
mitten,can be dangerous,0
tray,can be dangerous,0
llama,can be dangerous,0
banana,can be dangerous,0
shovel,can be dangerous,0
millipede,can be dangerous,0
ship,can be dangerous,0
skirt,can be dangerous,0
gong,can be dangerous,0
budgie,can be dangerous,0
swan,can be dangerous,0
peanut,can be dangerous,0
turkey,can be dangerous,0
woodpecker,can be dangerous,0
bin,can be dangerous,0
snail,can be dangerous,0
dolphin,can be dangerous,0
bean,can be dangerous,0
mug,can be dangerous,0
marigold,can be dangerous,0
parakeet,can be dangerous,0
bowl,can be dangerous,0
tugboat,can be dangerous,0
salmon,can be dangerous,0
sheep,can be dangerous,0
yoyo,can be dangerous,0
heron,can be dangerous,0
gerbil,can be dangerous,0
guinea_pig,can be dangerous,0
kingfisher,can be dangerous,0
rat,can be dangerous,0
earmuffs,can be dangerous,0
squid,can be dangerous,0
wheelbarrow,can be dangerous,0
fork,can be dangerous,0
bottle,can be dangerous,0
moose,can be dangerous,0
cradle,can be dangerous,0
clam,can be dangerous,0
rattle,can be dangerous,0
sycamore,can be dangerous,0
dog,can be dangerous,0
minnow,can be dangerous,0
raven,can be dangerous,0
eye,can be dangerous,0
housefly,can be dangerous,0
raccoon,can be dangerous,0
brussels_sprout,can be dangerous,0
butterfly,can be dangerous,0
toe,can be dangerous,0
mouse,can be dangerous,0
submarine,can be dangerous,0
washing_machine,can be dangerous,0
boat,can be dangerous,0
jug,can be dangerous,0
moth,can be dangerous,0
heart,can be dangerous,0
raspberry,can be dangerous,0
zucchini,can be dangerous,0
colander,can be dangerous,0
frog,can be dangerous,0
cymbal,can be dangerous,0
bed,can be dangerous,0
oyster,can be dangerous,0
robin,can be dangerous,0
castanets,can be dangerous,0
box,can be dangerous,0
sock,can be dangerous,0
pumpkin,can be dangerous,0
piano,can be dangerous,0
stocking,can be dangerous,0
owl,can be dangerous,0
monkey,can be dangerous,0
peeler,can be dangerous,0
hutch,can be dangerous,0
duck,can be dangerous,0
flamingo,can be dangerous,0
strainer,can be dangerous,0
flea,can be dangerous,0
bench,can be dangerous,0
squirrel,can be dangerous,0
lily,can be dangerous,0
lime,can be dangerous,0
crane,can be dangerous,0
tuna,can be dangerous,0
